name,metric,question_id,value
0.68,faithfulness,0,0.5
0.68,faithfulness,1,0.5
0.68,faithfulness,2,0.6666666666666666
0.68,faithfulness,3,0.5
0.68,faithfulness,4,0.5
0.68,faithfulness,5,0.0
0.68,faithfulness,6,0.6666666666666666
0.68,faithfulness,7,1.0
0.68,faithfulness,8,0.8
0.68,faithfulness,9,1.0
0.68,faithfulness,10,0.0
0.68,faithfulness,11,0.5
0.68,faithfulness,12,1.0
0.68,faithfulness,13,0.42857142857142855
0.68,faithfulness,14,0.0
0.68,faithfulness,15,0.0
0.68,faithfulness,16,1.0
0.68,faithfulness,17,0.25
0.68,faithfulness,18,0.0
0.68,faithfulness,19,0.6
0.68,faithfulness,20,0.0
0.68,faithfulness,21,1.0
0.68,faithfulness,22,0.0
0.68,faithfulness,23,1.0
0.68,faithfulness,24,0.0
0.68,faithfulness,25,0.0
0.68,faithfulness,26,0.5
0.68,faithfulness,27,0.0
0.68,faithfulness,28,0.0
0.68,faithfulness,29,0.0
0.68,answer_relevancy,0,0.0
0.68,answer_relevancy,1,0.0
0.68,answer_relevancy,2,0.0
0.68,answer_relevancy,3,0.0
0.68,answer_relevancy,4,0.0
0.68,answer_relevancy,5,0.0
0.68,answer_relevancy,6,0.9674672873700918
0.68,answer_relevancy,7,0.0
0.68,answer_relevancy,8,0.9071026867555343
0.68,answer_relevancy,9,0.0
0.68,answer_relevancy,10,0.0
0.68,answer_relevancy,11,0.0
0.68,answer_relevancy,12,0.0
0.68,answer_relevancy,13,0.0
0.68,answer_relevancy,14,0.9455124049687255
0.68,answer_relevancy,15,0.0
0.68,answer_relevancy,16,0.9122192977952733
0.68,answer_relevancy,17,0.0
0.68,answer_relevancy,18,0.9341533502621671
0.68,answer_relevancy,19,0.9893510726900997
0.68,answer_relevancy,20,-0.0
0.68,answer_relevancy,21,0.8141130542455984
0.68,answer_relevancy,22,0.0
0.68,answer_relevancy,23,0.0
0.68,answer_relevancy,24,0.0
0.68,answer_relevancy,25,0.0
0.68,answer_relevancy,26,0.0
0.68,answer_relevancy,27,0.0
0.68,answer_relevancy,28,0.0
0.68,answer_relevancy,29,0.0
0.68,context_recall,0,0.0
0.68,context_recall,1,0.4
0.68,context_recall,2,1.0
0.68,context_recall,3,1.0
0.68,context_recall,4,1.0
0.68,context_recall,5,1.0
0.68,context_recall,6,0.4
0.68,context_recall,7,0.0
0.68,context_recall,8,1.0
0.68,context_recall,9,0.0
0.68,context_recall,10,0.0
0.68,context_recall,11,0.0
0.68,context_recall,12,0.0
0.68,context_recall,13,1.0
0.68,context_recall,14,0.5
0.68,context_recall,15,1.0
0.68,context_recall,16,1.0
0.68,context_recall,17,0.0
0.68,context_recall,18,1.0
0.68,context_recall,19,1.0
0.68,context_recall,20,0.0
0.68,context_recall,21,1.0
0.68,context_recall,22,0.0
0.68,context_recall,23,0.0
0.68,context_recall,24,0.0
0.68,context_recall,25,1.0
0.68,context_recall,26,0.0
0.68,context_recall,27,0.0
0.68,context_recall,28,0.0
0.68,context_recall,29,0.0
0.68,context_precision,0,0.9999999999
0.68,context_precision,1,0.9999999999
0.68,context_precision,2,0.9999999999
0.68,context_precision,3,0.9999999999666667
0.68,context_precision,4,0.9999999999666667
0.68,context_precision,5,0.9999999999857143
0.68,context_precision,6,0.9999999999
0.68,context_precision,7,0.0
0.68,context_precision,8,0.9999999999956523
0.68,context_precision,9,0.0
0.68,context_precision,10,0.999999999975
0.68,context_precision,11,0.0
0.68,context_precision,12,0.0
0.68,context_precision,13,0.9999999999666667
0.68,context_precision,14,0.9999999999
0.68,context_precision,15,0.9999999999666667
0.68,context_precision,16,0.9999999999888889
0.68,context_precision,17,0.9999999999666667
0.68,context_precision,18,0.9999999999
0.68,context_precision,19,0.8095238094968253
0.68,context_precision,20,0.0
0.68,context_precision,21,0.99999999995
0.68,context_precision,22,0.9999999999
0.68,context_precision,23,0.999999999975
0.68,context_precision,24,0.0
0.68,context_precision,25,0.99999999995
0.68,context_precision,26,0.0
0.68,context_precision,27,0.0
0.68,context_precision,28,0.0
0.68,context_precision,29,0.0
